user_id,event_desc,user_behavior,created_time
Participant-99,temporal_demand,-1,2024-08-21 17:41:09.592
Participant-99,performance,-4,2024-08-21 17:41:09.597
Participant-99,effort,3,2024-08-21 17:41:09.604
Participant-99,frustration,2,2024-08-21 17:41:09.610
Participant-217,mental_demand,2,2024-08-21 17:41:27.246
Participant-217,physical_demand,-7,2024-08-21 17:41:27.250
Participant-217,temporal_demand,-6,2024-08-21 17:41:27.254
Participant-217,performance,-7,2024-08-21 17:41:27.258
Participant-217,effort,2,2024-08-21 17:41:27.262
Participant-217,frustration,-7,2024-08-21 17:41:27.266
Participant-95,mental_demand,3,2024-08-21 17:43:17.855
Participant-95,physical_demand,-7,2024-08-21 17:43:17.860
Participant-95,temporal_demand,-5,2024-08-21 17:43:17.864
Participant-95,performance,-4,2024-08-21 17:43:17.868
Participant-95,effort,3,2024-08-21 17:43:17.873
Participant-95,frustration,-4,2024-08-21 17:43:17.877
Participant-114,llm_expertise,4,2024-08-21 17:46:09.982
Participant-114,assistant_expertise,3,2024-08-21 17:46:09.987
Participant-202,llm_expertise,5,2024-08-21 17:48:23.622
Participant-202,assistant_expertise,4,2024-08-21 17:48:23.627
Participant-38,llm_expertise,5,2024-08-21 17:53:32.924
Participant-38,assistant_expertise,5,2024-08-21 17:53:32.929
Participant-89,mental_demand,-2,2024-08-21 17:54:47.715
Participant-89,physical_demand,-7,2024-08-21 17:54:47.721
Participant-89,temporal_demand,-6,2024-08-21 17:54:47.726
Participant-89,performance,-2,2024-08-21 17:54:47.731
Participant-89,effort,-5,2024-08-21 17:54:47.736
Participant-89,frustration,2,2024-08-21 17:54:47.740
Participant-205,llm_expertise,4,2024-08-21 17:59:29.259
Participant-205,assistant_expertise,4,2024-08-21 17:59:29.264
Participant-199,llm_expertise,3,2024-08-21 18:04:11.262
Participant-199,assistant_expertise,1,2024-08-21 18:04:11.268
Participant-189,llm_expertise,5,2024-08-21 17:55:02.992
Participant-189,assistant_expertise,5,2024-08-21 17:55:02.998
Participant-182,mental_demand,4,2024-08-21 18:09:34.542
Participant-182,physical_demand,-3,2024-08-21 18:09:34.549
Participant-182,temporal_demand,-1,2024-08-21 18:09:34.558
Participant-182,performance,3,2024-08-21 18:09:34.566
Participant-182,effort,5,2024-08-21 18:09:34.572
Participant-182,frustration,1,2024-08-21 18:09:34.580
Participant-204,mental_demand,5,2024-08-21 18:13:00.817
Participant-204,physical_demand,-5,2024-08-21 18:13:00.823
Participant-204,temporal_demand,-6,2024-08-21 18:13:00.837
Participant-204,performance,-5,2024-08-21 18:13:00.851
Participant-204,effort,1,2024-08-21 18:13:00.859
Participant-204,frustration,-7,2024-08-21 18:13:00.865
Participant-106,effort,3,2024-08-22 02:30:35.505
Participant-205,mental_demand,2,2024-08-21 18:18:10.445
Participant-205,temporal_demand,-4,2024-08-21 18:18:10.455
Participant-205,effort,1,2024-08-21 18:18:10.464
Participant-70,llm_expertise,2,2024-08-21 18:21:16.729
Participant-193,llm_expertise,3,2024-08-21 18:22:56.410
Participant-127,llm_expertise,5,2024-08-21 18:23:28.404
Participant-202,physical_demand,1,2024-08-21 18:24:45.579
Participant-202,performance,-5,2024-08-21 18:24:45.603
Participant-202,frustration,-1,2024-08-21 18:24:45.612
Participant-102,assistant_expertise,3,2024-08-21 18:32:04.152
Participant-199,mental_demand,5,2024-08-21 18:32:32.585
Participant-199,temporal_demand,-1,2024-08-21 18:32:32.594
Participant-199,effort,4,2024-08-21 18:32:32.602
Participant-157,assistant_expertise,1,2024-08-21 18:35:03.713
Participant-189,mental_demand,4,2024-08-21 18:48:26.425
Participant-189,temporal_demand,-4,2024-08-21 18:48:26.434
Participant-189,effort,5,2024-08-21 18:48:26.443
Participant-193,mental_demand,1,2024-08-21 18:52:48.714
Participant-193,temporal_demand,-3,2024-08-21 18:52:48.746
Participant-193,effort,-1,2024-08-21 18:52:48.782
Participant-63,physical_demand,-2,2024-08-22 02:41:21.276
Participant-63,performance,4,2024-08-22 02:41:21.298
Participant-63,frustration,-4,2024-08-22 02:41:21.331
Participant-7,mental_demand,3,2024-08-22 02:42:23.514
Participant-7,temporal_demand,2,2024-08-22 02:42:23.523
Participant-7,effort,2,2024-08-22 02:42:23.532
Participant-170,mental_demand,7,2024-08-22 02:44:18.331
Participant-170,temporal_demand,-6,2024-08-22 02:44:18.340
Participant-170,effort,3,2024-08-22 02:44:18.348
Participant-12,physical_demand,5,2024-08-22 02:47:17.913
Participant-12,performance,1,2024-08-22 02:47:17.921
Participant-12,frustration,4,2024-08-22 02:47:17.930
Participant-208,llm_expertise,3,2024-08-22 02:48:49.630
Participant-164,llm_expertise,4,2024-08-22 02:50:49.564
Participant-126,mental_demand,7,2024-08-22 02:58:50.544
Participant-126,temporal_demand,-4,2024-08-22 02:58:50.553
Participant-126,effort,7,2024-08-22 02:58:50.561
Participant-164,mental_demand,4,2024-08-22 03:11:05.912
Participant-164,temporal_demand,1,2024-08-22 03:11:05.922
Participant-164,effort,5,2024-08-22 03:11:05.930
Participant-196,physical_demand,-7,2024-08-22 03:14:54.294
Participant-196,performance,-6,2024-08-22 03:14:54.303
Participant-196,frustration,-4,2024-08-22 03:14:54.312
Participant-187,mental_demand,-3,2024-08-22 03:24:59.490
Participant-187,temporal_demand,-4,2024-08-22 03:24:59.499
Participant-187,effort,-5,2024-08-22 03:24:59.508
Participant-208,mental_demand,4,2024-08-22 03:48:58.848
Participant-208,temporal_demand,-7,2024-08-22 03:48:58.857
Participant-208,effort,3,2024-08-22 03:48:58.866
Participant-175,assistant_expertise,4,2024-08-22 06:24:32.709
Participant-32,assistant_expertise,4,2024-08-22 06:24:46.839
Participant-194,assistant_expertise,2,2024-08-22 06:25:17.849
Participant-73,llm_expertise,4,2024-08-22 06:26:02.724
Participant-246,llm_expertise,4,2024-08-22 06:34:57.204
Participant-194,mental_demand,-1,2024-08-22 06:39:27.092
Participant-194,temporal_demand,-7,2024-08-22 06:39:27.101
Participant-194,effort,-3,2024-08-22 06:39:27.109
Participant-175,mental_demand,-2,2024-08-22 06:43:54.119
Participant-175,temporal_demand,-1,2024-08-22 06:43:54.129
Participant-175,effort,3,2024-08-22 06:43:54.139
Participant-32,physical_demand,-3,2024-08-22 07:00:44.871
Participant-32,performance,-3,2024-08-22 07:00:44.880
Participant-32,frustration,2,2024-08-22 07:00:44.888
Participant-73,physical_demand,-4,2024-08-22 07:15:19.696
Participant-73,performance,-4,2024-08-22 07:15:19.710
Participant-73,frustration,-7,2024-08-22 07:15:19.720
Participant-57,llm_expertise,3,2024-08-22 07:29:47.934
Participant-171,assistant_expertise,2,2024-08-22 07:32:07.717
Participant-192,assistant_expertise,3,2024-08-22 07:33:09.066
Participant-57,physical_demand,-3,2024-08-22 07:45:38.056
Participant-57,performance,5,2024-08-22 07:45:38.065
Participant-57,frustration,-1,2024-08-22 07:45:38.074
Participant-205,physical_demand,-7,2024-08-21 18:18:10.451
Participant-205,performance,-2,2024-08-21 18:18:10.460
Participant-205,frustration,1,2024-08-21 18:18:10.468
Participant-70,assistant_expertise,2,2024-08-21 18:21:16.734
Participant-193,assistant_expertise,3,2024-08-21 18:22:56.415
Participant-127,assistant_expertise,4,2024-08-21 18:23:28.409
Participant-202,mental_demand,2,2024-08-21 18:24:45.563
Participant-202,temporal_demand,3,2024-08-21 18:24:45.593
Participant-202,effort,1,2024-08-21 18:24:45.607
Participant-102,llm_expertise,3,2024-08-21 18:32:04.147
Participant-199,physical_demand,-7,2024-08-21 18:32:32.590
Participant-199,performance,4,2024-08-21 18:32:32.598
Participant-199,frustration,3,2024-08-21 18:32:32.606
Participant-157,llm_expertise,4,2024-08-21 18:35:03.708
Participant-189,physical_demand,5,2024-08-21 18:48:26.429
Participant-189,performance,-6,2024-08-21 18:48:26.438
Participant-189,frustration,-2,2024-08-21 18:48:26.447
Participant-193,physical_demand,-6,2024-08-21 18:52:48.730
Participant-193,performance,-5,2024-08-21 18:52:48.762
Participant-193,frustration,-7,2024-08-21 18:52:48.794
Participant-114,mental_demand,2,2024-08-21 18:53:21.684
Participant-114,physical_demand,-7,2024-08-21 18:53:21.691
Participant-114,temporal_demand,-6,2024-08-21 18:53:21.696
Participant-114,performance,-4,2024-08-21 18:53:21.701
Participant-114,effort,1,2024-08-21 18:53:21.712
Participant-114,frustration,-6,2024-08-21 18:53:21.720
Participant-40,llm_expertise,2,2024-08-21 18:53:35.573
Participant-40,assistant_expertise,2,2024-08-21 18:53:35.577
Participant-157,mental_demand,6,2024-08-21 18:54:14.912
Participant-157,physical_demand,-4,2024-08-21 18:54:14.917
Participant-157,temporal_demand,6,2024-08-21 18:54:14.921
Participant-157,performance,1,2024-08-21 18:54:14.926
Participant-157,effort,5,2024-08-21 18:54:14.930
Participant-157,frustration,6,2024-08-21 18:54:14.934
Participant-38,mental_demand,5,2024-08-21 18:55:45.189
Participant-38,physical_demand,-3,2024-08-21 18:55:45.194
Participant-38,temporal_demand,-2,2024-08-21 18:55:45.199
Participant-38,performance,-7,2024-08-21 18:55:45.203
Participant-38,effort,3,2024-08-21 18:55:45.207
Participant-38,frustration,-7,2024-08-21 18:55:45.212
Participant-158,llm_expertise,4,2024-08-21 18:57:52.775
Participant-158,assistant_expertise,4,2024-08-21 18:57:52.780
Participant-46,llm_expertise,5,2024-08-21 19:00:17.482
Participant-46,assistant_expertise,5,2024-08-21 19:00:17.487
Participant-127,mental_demand,7,2024-08-21 19:01:03.485
Participant-127,physical_demand,-1,2024-08-21 19:01:03.490
Participant-127,temporal_demand,-5,2024-08-21 19:01:03.495
Participant-127,performance,-6,2024-08-21 19:01:03.500
Participant-127,effort,6,2024-08-21 19:01:03.504
Participant-127,frustration,-4,2024-08-21 19:01:03.508
Participant-70,mental_demand,2,2024-08-21 19:04:20.332
Participant-70,physical_demand,-7,2024-08-21 19:04:20.399
Participant-70,temporal_demand,-3,2024-08-21 19:04:20.404
Participant-70,performance,1,2024-08-21 19:04:20.419
Participant-70,effort,-3,2024-08-21 19:04:20.431
Participant-70,frustration,-4,2024-08-21 19:04:20.441
Participant-85,llm_expertise,4,2024-08-21 19:09:25.325
Participant-85,assistant_expertise,4,2024-08-21 19:09:25.329
Participant-8,llm_expertise,3,2024-08-21 19:14:21.042
Participant-8,assistant_expertise,3,2024-08-21 19:14:21.049
Participant-5,llm_expertise,5,2024-08-21 19:22:58.865
Participant-5,assistant_expertise,5,2024-08-21 19:22:58.870
Participant-40,mental_demand,6,2024-08-21 19:25:42.849
Participant-40,physical_demand,-6,2024-08-21 19:25:42.854
Participant-40,temporal_demand,-3,2024-08-21 19:25:42.858
Participant-40,performance,1,2024-08-21 19:25:42.862
Participant-40,effort,6,2024-08-21 19:25:42.866
Participant-40,frustration,2,2024-08-21 19:25:42.870
Participant-158,mental_demand,-4,2024-08-21 19:26:43.091
Participant-158,physical_demand,-4,2024-08-21 19:26:43.095
Participant-158,temporal_demand,-6,2024-08-21 19:26:43.099
Participant-158,performance,-6,2024-08-21 19:26:43.103
Participant-158,effort,-3,2024-08-21 19:26:43.107
Participant-158,frustration,-7,2024-08-21 19:26:43.112
Participant-85,mental_demand,3,2024-08-21 19:29:03.750
Participant-85,physical_demand,-1,2024-08-21 19:29:03.755
Participant-85,temporal_demand,-4,2024-08-21 19:29:03.760
Participant-85,performance,-6,2024-08-21 19:29:03.765
Participant-85,effort,3,2024-08-21 19:29:03.769
Participant-85,frustration,-4,2024-08-21 19:29:03.774
Participant-102,mental_demand,4,2024-08-21 19:29:21.827
Participant-102,physical_demand,-2,2024-08-21 19:29:21.832
Participant-102,temporal_demand,-5,2024-08-21 19:29:21.837
Participant-102,performance,-3,2024-08-21 19:29:21.842
Participant-102,effort,3,2024-08-21 19:29:21.846
Participant-102,frustration,2,2024-08-21 19:29:21.851
Participant-46,mental_demand,7,2024-08-21 19:36:06.592
Participant-46,physical_demand,7,2024-08-21 19:36:06.597
Participant-46,temporal_demand,-6,2024-08-21 19:36:06.601
Participant-46,performance,-7,2024-08-21 19:36:06.605
Participant-46,effort,6,2024-08-21 19:36:06.609
Participant-46,frustration,-7,2024-08-21 19:36:06.613
Participant-8,mental_demand,3,2024-08-21 19:44:54.950
Participant-8,physical_demand,-5,2024-08-21 19:44:54.956
Participant-8,performance,3,2024-08-21 19:44:54.966
Participant-8,temporal_demand,-6,2024-08-21 19:44:54.961
Participant-8,effort,3,2024-08-21 19:44:54.970
Participant-225,llm_expertise,4,2024-08-21 19:50:52.715
Participant-5,physical_demand,-2,2024-08-21 19:58:52.572
Participant-5,performance,-5,2024-08-21 19:58:52.580
Participant-5,frustration,1,2024-08-21 19:58:52.588
Participant-225,mental_demand,6,2024-08-21 20:09:41.409
Participant-225,temporal_demand,-6,2024-08-21 20:09:41.419
Participant-225,effort,3,2024-08-21 20:09:41.428
Participant-26,assistant_expertise,2,2024-08-21 20:18:47.940
Participant-26,physical_demand,-7,2024-08-21 20:42:56.824
Participant-26,performance,2,2024-08-21 20:42:56.832
Participant-26,frustration,6,2024-08-21 20:42:56.839
Participant-79,llm_expertise,5,2024-08-21 20:52:48.990
Participant-17,llm_expertise,4,2024-08-21 20:52:55.543
Participant-103,assistant_expertise,5,2024-08-21 20:57:34.210
Participant-57,effort,-3,2024-08-22 07:45:38.069
Participant-246,physical_demand,-1,2024-08-22 07:49:54.093
Participant-246,performance,3,2024-08-22 07:49:54.102
Participant-246,frustration,1,2024-08-22 07:49:54.110
Participant-49,llm_expertise,3,2024-08-22 07:55:20.101
Participant-133,assistant_expertise,2,2024-08-22 08:45:01.821
Participant-75,mental_demand,2,2024-08-22 08:58:29.590
Participant-75,temporal_demand,-3,2024-08-22 08:58:29.609
Participant-75,effort,1,2024-08-22 08:58:29.635
Participant-247,mental_demand,2,2024-08-22 09:02:18.174
Participant-247,temporal_demand,-6,2024-08-22 09:02:18.183
Participant-247,effort,1,2024-08-22 09:02:18.192
Participant-133,mental_demand,-3,2024-08-22 09:06:31.191
Participant-133,temporal_demand,-7,2024-08-22 09:06:31.216
Participant-133,effort,-4,2024-08-22 09:06:31.229
Participant-197,physical_demand,-4,2024-08-22 09:19:43.080
Participant-197,performance,-3,2024-08-22 09:19:43.089
Participant-197,frustration,6,2024-08-22 09:19:43.098
Participant-230,assistant_expertise,2,2024-08-22 09:35:49.088
Participant-231,assistant_expertise,3,2024-08-22 09:36:50.633
Participant-82,mental_demand,7,2024-08-22 09:37:28.606
Participant-82,temporal_demand,-5,2024-08-22 09:37:28.615
Participant-82,effort,7,2024-08-22 09:37:28.624
Participant-104,assistant_expertise,3,2024-08-22 09:51:12.578
Participant-19,llm_expertise,4,2024-08-22 10:04:13.821
Participant-141,llm_expertise,4,2024-08-22 10:13:22.611
Participant-230,mental_demand,7,2024-08-22 10:14:50.626
Participant-230,temporal_demand,-5,2024-08-22 10:14:50.642
Participant-230,effort,7,2024-08-22 10:14:50.655
Participant-105,assistant_expertise,2,2024-08-22 10:17:22.552
Participant-31,assistant_expertise,1,2024-08-22 10:26:55.121
Participant-213,assistant_expertise,4,2024-08-22 10:41:41.136
Participant-105,physical_demand,-7,2024-08-22 10:48:57.017
Participant-105,performance,-5,2024-08-22 10:48:57.025
Participant-105,frustration,1,2024-08-22 10:48:57.033
Participant-104,physical_demand,2,2024-08-22 10:50:13.490
Participant-104,performance,-6,2024-08-22 10:50:13.510
Participant-104,frustration,-4,2024-08-22 10:50:13.521
Participant-141,mental_demand,7,2024-08-22 10:50:36.030
Participant-141,temporal_demand,-6,2024-08-22 10:50:36.043
Participant-141,effort,7,2024-08-22 10:50:36.058
Participant-209,llm_expertise,4,2024-08-22 10:53:41.973
Participant-19,physical_demand,-7,2024-08-22 10:54:16.617
Participant-19,performance,-2,2024-08-22 10:54:16.626
Participant-19,frustration,3,2024-08-22 10:54:16.638
Participant-8,frustration,-6,2024-08-21 19:44:54.975
Participant-225,assistant_expertise,4,2024-08-21 19:50:52.720
Participant-5,mental_demand,6,2024-08-21 19:58:52.567
Participant-5,temporal_demand,-2,2024-08-21 19:58:52.576
Participant-5,effort,2,2024-08-21 19:58:52.584
Participant-225,physical_demand,6,2024-08-21 20:09:41.414
Participant-225,performance,-6,2024-08-21 20:09:41.423
Participant-225,frustration,-3,2024-08-21 20:09:41.434
Participant-26,llm_expertise,2,2024-08-21 20:18:47.935
Participant-26,mental_demand,7,2024-08-21 20:42:56.819
Participant-26,temporal_demand,-2,2024-08-21 20:42:56.828
Participant-26,effort,5,2024-08-21 20:42:56.835
Participant-79,assistant_expertise,5,2024-08-21 20:52:48.995
Participant-17,assistant_expertise,3,2024-08-21 20:52:55.548
Participant-103,llm_expertise,4,2024-08-21 20:57:34.205
Participant-21,llm_expertise,5,2024-08-21 21:04:32.772
Participant-21,assistant_expertise,5,2024-08-21 21:04:32.776
Participant-17,mental_demand,2,2024-08-21 21:08:13.829
Participant-17,physical_demand,-6,2024-08-21 21:08:13.834
Participant-17,temporal_demand,-1,2024-08-21 21:08:13.839
Participant-17,performance,1,2024-08-21 21:08:13.843
Participant-17,effort,1,2024-08-21 21:08:13.847
Participant-17,frustration,-1,2024-08-21 21:08:13.851
Participant-52,llm_expertise,4,2024-08-21 21:11:36.763
Participant-52,assistant_expertise,1,2024-08-21 21:11:36.768
Participant-78,llm_expertise,4,2024-08-21 21:16:49.154
Participant-78,assistant_expertise,3,2024-08-21 21:16:49.159
Participant-79,mental_demand,5,2024-08-21 21:29:24.899
Participant-79,physical_demand,-7,2024-08-21 21:29:24.904
Participant-79,temporal_demand,-6,2024-08-21 21:29:24.908
Participant-79,performance,-5,2024-08-21 21:29:24.913
Participant-79,effort,4,2024-08-21 21:29:24.917
Participant-79,frustration,-7,2024-08-21 21:29:24.921
Participant-198,llm_expertise,4,2024-08-21 21:40:25.325
Participant-198,assistant_expertise,4,2024-08-21 21:40:25.330
Participant-52,mental_demand,5,2024-08-21 21:40:32.692
Participant-52,physical_demand,3,2024-08-21 21:40:32.697
Participant-52,temporal_demand,-1,2024-08-21 21:40:32.700
Participant-52,performance,-2,2024-08-21 21:40:32.704
Participant-52,effort,3,2024-08-21 21:40:32.708
Participant-52,frustration,1,2024-08-21 21:40:32.712
Participant-78,mental_demand,3,2024-08-21 21:41:33.868
Participant-78,physical_demand,-5,2024-08-21 21:41:33.872
Participant-78,temporal_demand,-4,2024-08-21 21:41:33.877
Participant-78,performance,5,2024-08-21 21:41:33.881
Participant-78,effort,2,2024-08-21 21:41:33.885
Participant-78,frustration,-4,2024-08-21 21:41:33.889
Participant-94,llm_expertise,3,2024-08-21 21:42:43.804
Participant-94,assistant_expertise,2,2024-08-21 21:42:43.808
Participant-132,llm_expertise,5,2024-08-21 21:47:11.164
Participant-132,assistant_expertise,5,2024-08-21 21:47:11.169
Participant-94,mental_demand,-3,2024-08-21 21:57:32.782
Participant-94,temporal_demand,-7,2024-08-21 21:57:32.791
Participant-94,effort,-3,2024-08-21 21:57:32.799
Participant-21,physical_demand,1,2024-08-21 21:58:03.056
Participant-21,performance,3,2024-08-21 21:58:03.065
Participant-21,frustration,-4,2024-08-21 21:58:03.075
Participant-3,llm_expertise,5,2024-08-21 21:58:48.400
Participant-198,mental_demand,4,2024-08-21 22:01:32.068
Participant-198,temporal_demand,-6,2024-08-21 22:01:32.104
Participant-198,effort,5,2024-08-21 22:01:32.127
Participant-212,assistant_expertise,5,2024-08-21 22:03:54.906
Participant-11,assistant_expertise,3,2024-08-21 22:03:57.846
Participant-15,assistant_expertise,5,2024-08-21 22:05:46.632
Participant-103,mental_demand,7,2024-08-21 22:06:48.582
Participant-103,temporal_demand,-5,2024-08-21 22:06:48.590
Participant-103,effort,3,2024-08-21 22:06:48.598
Participant-72,assistant_expertise,2,2024-08-21 22:13:58.778
Participant-54,assistant_expertise,1,2024-08-21 22:38:22.998
Participant-15,physical_demand,-1,2024-08-21 22:38:26.034
Participant-15,performance,1,2024-08-21 22:38:26.042
Participant-15,frustration,-2,2024-08-21 22:38:26.050
Participant-72,mental_demand,6,2024-08-21 22:44:11.130
Participant-72,temporal_demand,-2,2024-08-21 22:44:11.140
Participant-72,effort,4,2024-08-21 22:44:11.148
Participant-177,assistant_expertise,2,2024-08-21 22:45:14.344
Participant-11,mental_demand,7,2024-08-21 22:47:47.638
Participant-11,temporal_demand,-5,2024-08-21 22:47:47.647
Participant-11,effort,6,2024-08-21 22:47:47.656
Participant-246,mental_demand,4,2024-08-22 07:49:54.089
Participant-246,temporal_demand,-1,2024-08-22 07:49:54.098
Participant-246,effort,1,2024-08-22 07:49:54.106
Participant-49,assistant_expertise,4,2024-08-22 07:55:20.106
Participant-75,physical_demand,-3,2024-08-22 08:58:29.600
Participant-75,performance,1,2024-08-22 08:58:29.622
Participant-75,frustration,3,2024-08-22 08:58:29.648
Participant-247,physical_demand,-4,2024-08-22 09:02:18.179
Participant-247,performance,4,2024-08-22 09:02:18.188
Participant-247,frustration,-6,2024-08-22 09:02:18.196
Participant-133,physical_demand,-5,2024-08-22 09:06:31.204
Participant-133,performance,-6,2024-08-22 09:06:31.223
Participant-133,frustration,-7,2024-08-22 09:06:31.236
Participant-197,mental_demand,6,2024-08-22 09:19:43.074
Participant-197,temporal_demand,-5,2024-08-22 09:19:43.084
Participant-197,effort,5,2024-08-22 09:19:43.093
Participant-230,llm_expertise,3,2024-08-22 09:35:49.082
Participant-231,llm_expertise,4,2024-08-22 09:36:50.627
Participant-82,physical_demand,-7,2024-08-22 09:37:28.611
Participant-82,performance,-2,2024-08-22 09:37:28.620
Participant-82,frustration,3,2024-08-22 09:37:28.628
Participant-104,llm_expertise,3,2024-08-22 09:51:12.573
Participant-19,assistant_expertise,3,2024-08-22 10:04:13.826
Participant-141,assistant_expertise,3,2024-08-22 10:13:22.616
Participant-230,physical_demand,-5,2024-08-22 10:14:50.634
Participant-230,performance,2,2024-08-22 10:14:50.650
Participant-230,frustration,7,2024-08-22 10:14:50.660
Participant-105,llm_expertise,3,2024-08-22 10:17:22.547
Participant-31,llm_expertise,3,2024-08-22 10:26:55.115
Participant-213,llm_expertise,4,2024-08-22 10:41:41.131
Participant-105,mental_demand,2,2024-08-22 10:48:57.012
Participant-105,temporal_demand,-3,2024-08-22 10:48:57.021
Participant-105,effort,-1,2024-08-22 10:48:57.029
Participant-104,mental_demand,7,2024-08-22 10:50:13.482
Participant-104,temporal_demand,-3,2024-08-22 10:50:13.501
Participant-104,effort,5,2024-08-22 10:50:13.517
Participant-141,physical_demand,-7,2024-08-22 10:50:36.037
Participant-141,performance,-1,2024-08-22 10:50:36.049
Participant-141,frustration,4,2024-08-22 10:50:36.067
Participant-209,assistant_expertise,5,2024-08-22 10:53:41.978
Participant-19,mental_demand,2,2024-08-22 10:54:16.612
Participant-19,temporal_demand,-2,2024-08-22 10:54:16.621
Participant-19,effort,-2,2024-08-22 10:54:16.630
Participant-119,llm_expertise,4,2024-08-23 02:05:03.751
Participant-94,physical_demand,-7,2024-08-21 21:57:32.787
Participant-94,performance,7,2024-08-21 21:57:32.795
Participant-94,frustration,-7,2024-08-21 21:57:32.803
Participant-21,mental_demand,5,2024-08-21 21:58:03.050
Participant-21,temporal_demand,-5,2024-08-21 21:58:03.060
Participant-21,effort,7,2024-08-21 21:58:03.070
Participant-3,assistant_expertise,3,2024-08-21 21:58:48.405
Participant-198,physical_demand,-4,2024-08-21 22:01:32.086
Participant-198,performance,4,2024-08-21 22:01:32.114
Participant-198,frustration,-7,2024-08-21 22:01:32.137
Participant-212,llm_expertise,5,2024-08-21 22:03:54.889
Participant-11,llm_expertise,4,2024-08-21 22:03:57.841
Participant-15,llm_expertise,4,2024-08-21 22:05:46.627
Participant-103,physical_demand,-6,2024-08-21 22:06:48.586
Participant-103,performance,3,2024-08-21 22:06:48.594
Participant-103,frustration,2,2024-08-21 22:06:48.602
Participant-72,llm_expertise,2,2024-08-21 22:13:58.773
Participant-54,llm_expertise,3,2024-08-21 22:38:22.993
Participant-15,mental_demand,3,2024-08-21 22:38:26.030
Participant-15,temporal_demand,1,2024-08-21 22:38:26.038
Participant-15,effort,6,2024-08-21 22:38:26.046
Participant-72,physical_demand,-7,2024-08-21 22:44:11.135
Participant-72,performance,-1,2024-08-21 22:44:11.144
Participant-72,frustration,2,2024-08-21 22:44:11.152
Participant-177,llm_expertise,3,2024-08-21 22:45:14.330
Participant-11,physical_demand,5,2024-08-21 22:47:47.643
Participant-11,performance,-6,2024-08-21 22:47:47.652
Participant-11,frustration,1,2024-08-21 22:47:47.661
Participant-132,mental_demand,5,2024-08-21 22:48:46.469
Participant-132,physical_demand,4,2024-08-21 22:48:46.474
Participant-132,temporal_demand,-4,2024-08-21 22:48:46.478
Participant-132,performance,-3,2024-08-21 22:48:46.482
Participant-132,effort,3,2024-08-21 22:48:46.486
Participant-132,frustration,4,2024-08-21 22:48:46.490
Participant-143,llm_expertise,4,2024-08-21 22:59:01.593
Participant-143,assistant_expertise,4,2024-08-21 22:59:01.597
Participant-3,mental_demand,7,2024-08-21 23:03:21.829
Participant-3,physical_demand,-2,2024-08-21 23:03:21.834
Participant-3,temporal_demand,-7,2024-08-21 23:03:21.838
Participant-3,performance,5,2024-08-21 23:03:21.843
Participant-3,effort,5,2024-08-21 23:03:21.847
Participant-3,frustration,5,2024-08-21 23:03:21.851
Participant-206,llm_expertise,5,2024-08-21 23:05:38.364
Participant-206,assistant_expertise,2,2024-08-21 23:05:38.369
Participant-177,mental_demand,6,2024-08-21 23:06:09.059
Participant-177,physical_demand,-6,2024-08-21 23:06:09.064
Participant-177,temporal_demand,-5,2024-08-21 23:06:09.068
Participant-177,performance,-5,2024-08-21 23:06:09.072
Participant-177,effort,5,2024-08-21 23:06:09.076
Participant-177,frustration,1,2024-08-21 23:06:09.080
Participant-125,llm_expertise,4,2024-08-21 23:07:50.735
Participant-125,assistant_expertise,4,2024-08-21 23:07:50.739
Participant-54,mental_demand,4,2024-08-21 23:24:15.141
Participant-54,physical_demand,-6,2024-08-21 23:24:15.145
Participant-54,temporal_demand,-7,2024-08-21 23:24:15.150
Participant-54,performance,-7,2024-08-21 23:24:15.154
Participant-54,effort,-5,2024-08-21 23:24:15.158
Participant-54,frustration,-7,2024-08-21 23:24:15.162
Participant-212,mental_demand,4,2024-08-21 23:24:20.813
Participant-212,physical_demand,5,2024-08-21 23:24:20.818
Participant-212,temporal_demand,-1,2024-08-21 23:24:20.822
Participant-212,performance,-6,2024-08-21 23:24:20.826
Participant-212,effort,1,2024-08-21 23:24:20.830
Participant-212,frustration,-5,2024-08-21 23:24:20.834
Participant-143,mental_demand,6,2024-08-21 23:26:07.988
Participant-143,physical_demand,-6,2024-08-21 23:26:07.993
Participant-143,temporal_demand,1,2024-08-21 23:26:07.997
Participant-143,performance,1,2024-08-21 23:26:08.001
Participant-143,effort,4,2024-08-21 23:26:08.006
Participant-143,frustration,7,2024-08-21 23:26:08.010
Participant-206,mental_demand,-4,2024-08-21 23:27:42.549
Participant-206,physical_demand,-4,2024-08-21 23:27:42.554
Participant-206,temporal_demand,-4,2024-08-21 23:27:42.559
Participant-206,performance,6,2024-08-21 23:27:42.570
Participant-206,effort,3,2024-08-21 23:27:42.577
Participant-206,frustration,-3,2024-08-21 23:27:42.582
Participant-223,llm_expertise,2,2024-08-21 23:28:33.818
Participant-223,assistant_expertise,3,2024-08-21 23:28:33.823
Participant-134,assistant_expertise,4,2024-08-21 23:36:49.599
Participant-125,physical_demand,-4,2024-08-21 23:41:40.852
Participant-125,performance,1,2024-08-21 23:41:40.859
Participant-125,frustration,4,2024-08-21 23:41:40.867
Participant-223,physical_demand,-7,2024-08-21 23:46:43.917
Participant-223,performance,-4,2024-08-21 23:46:43.925
Participant-223,frustration,-7,2024-08-21 23:46:43.932
Participant-128,assistant_expertise,5,2024-08-21 23:49:02.062
