user_id,task_id,answer_type,choice,created_time
Participant-112,test-200,trust_planning,No,2024-08-21 15:25:07.756
Participant-112,test-200,risk,5,2024-08-21 15:25:07.761
Participant-112,test-200,confidence_planning,somewhat confident,2024-08-21 15:25:07.765
Participant-112,test-200,trust_execution,Yes,2024-08-21 15:27:49.581
Participant-112,test-200,confidence_execution,confident,2024-08-21 15:27:49.588
Participant-112,test-388,trust_planning,Yes,2024-08-21 15:28:43.402
Participant-99,test-200,confidence_execution,somewhat confident,2024-08-21 17:40:43.948
Participant-217,test-388,confidence_execution,confident,2024-08-21 17:41:03.671
Participant-95,test-200,risk,2,2024-08-21 17:41:08.521
Participant-99,TiA_attention,attention,1,2024-08-21 17:42:06.314
Participant-89,test-200,confidence_execution,confident,2024-08-21 17:42:09.648
Participant-112,test-388,risk,1,2024-08-21 15:28:43.406
Participant-112,test-388,confidence_execution,confident,2024-08-21 15:30:01.100
Participant-188,test-149,trust_planning,Yes,2024-08-21 15:33:54.950
Participant-188,test-149,confidence_planning,somewhat confident,2024-08-21 15:33:54.960
Participant-112,test-859,trust_planning,Yes,2024-08-21 15:35:45.310
Participant-112,test-859,confidence_planning,somewhat confident,2024-08-21 15:35:45.319
Participant-112,test-859,confidence_execution,somewhat confident,2024-08-21 15:37:45.417
Participant-112,test-149,trust_planning,Yes,2024-08-21 15:38:36.058
Participant-112,test-149,confidence_planning,neutral,2024-08-21 15:38:36.068
Participant-188,test-149,trust_execution,Yes,2024-08-21 15:39:38.381
Participant-112,test-149,trust_execution,No,2024-08-21 15:40:41.977
Participant-188,test-497,trust_planning,Yes,2024-08-21 15:40:58.673
Participant-188,test-497,confidence_planning,somewhat confident,2024-08-21 15:40:58.703
Participant-188,test-497,confidence_execution,confident,2024-08-21 15:42:47.567
Participant-188,test-388,trust_planning,Yes,2024-08-21 15:43:32.753
Participant-188,test-388,confidence_planning,confident,2024-08-21 15:43:32.761
Participant-188,test-388,trust_execution,Yes,2024-08-21 15:45:36.932
Participant-188,test-859,trust_planning,Yes,2024-08-21 15:46:15.855
Participant-188,test-859,confidence_planning,somewhat confident,2024-08-21 15:46:15.866
Participant-188,test-859,confidence_execution,confident,2024-08-21 15:50:18.701
Participant-188,test-675,risk,2,2024-08-21 15:51:22.790
Participant-188,test-675,trust_execution,Yes,2024-08-21 15:55:02.207
Participant-188,test-200,trust_planning,No,2024-08-21 15:55:55.518
Participant-188,test-200,confidence_planning,somewhat confident,2024-08-21 15:55:55.532
Participant-188,test-200,confidence_execution,somewhat confident,2024-08-21 15:57:31.382
Participant-165,onbarding-auto,trust_execution,Yes,2024-08-21 16:36:11.041
Participant-147,onbarding-auto,trust_execution,No,2024-08-21 16:38:03.605
Participant-147,test-497,trust_planning,Yes,2024-08-21 16:40:19.651
Participant-147,test-497,confidence_planning,neutral,2024-08-21 16:40:19.659
Participant-147,test-497,trust_execution,Yes,2024-08-21 16:41:39.436
Participant-224,onbarding-auto,trust_execution,Yes,2024-08-21 16:41:48.578
Participant-147,test-149,trust_planning,Yes,2024-08-21 16:42:37.151
Participant-147,test-149,confidence_planning,somewhat confident,2024-08-21 16:42:37.160
Participant-165,test-149,trust_planning,Yes,2024-08-21 16:42:53.424
Participant-165,test-149,confidence_planning,somewhat confident,2024-08-21 16:42:53.433
Participant-147,test-149,trust_execution,Yes,2024-08-21 16:43:51.892
Participant-147,test-675,risk,3,2024-08-21 16:44:31.992
Participant-165,test-149,confidence_execution,somewhat unconfident,2024-08-21 16:44:34.043
Participant-165,test-497,risk,1,2024-08-21 16:45:40.865
Participant-224,test-149,risk,4,2024-08-21 16:45:58.880
Participant-165,test-497,confidence_execution,confident,2024-08-21 16:46:49.509
Participant-147,test-675,trust_execution,No,2024-08-21 16:46:51.054
Participant-138,onbarding-auto,confidence_execution,somewhat confident,2024-08-21 16:46:51.877
Participant-147,test-200,risk,2,2024-08-21 16:47:22.617
Participant-165,test-388,trust_planning,Yes,2024-08-21 16:47:29.672
Participant-165,test-388,confidence_planning,confident,2024-08-21 16:47:29.690
Participant-224,test-149,confidence_execution,neutral,2024-08-21 16:48:04.569
Participant-147,test-200,trust_execution,Yes,2024-08-21 16:48:10.406
Participant-137,onbarding-auto,trust_execution,Yes,2024-08-21 16:48:23.038
Participant-147,test-859,trust_planning,Yes,2024-08-21 16:48:25.311
Participant-147,test-859,confidence_planning,somewhat confident,2024-08-21 16:48:25.320
Participant-165,test-388,confidence_execution,confident,2024-08-21 16:48:32.904
Participant-224,test-675,trust_planning,Yes,2024-08-21 16:49:01.157
Participant-224,test-675,confidence_planning,confident,2024-08-21 16:49:01.187
Participant-165,test-200,trust_planning,Yes,2024-08-21 16:49:03.710
Participant-165,test-200,confidence_planning,somewhat confident,2024-08-21 16:49:03.719
Participant-147,test-859,trust_execution,Yes,2024-08-21 16:49:12.085
Participant-138,qualification_2,attention,3,2024-08-21 16:49:13.524
Participant-147,test-388,risk,1,2024-08-21 16:49:23.980
Participant-147,test-388,confidence_execution,confident,2024-08-21 16:50:01.738
Participant-165,test-200,trust_execution,Yes,2024-08-21 16:50:11.749
Participant-112,test-388,confidence_planning,confident,2024-08-21 15:28:43.411
Participant-112,test-388,trust_execution,Yes,2024-08-21 15:30:01.095
Participant-188,qualification_2,attention,3,2024-08-21 15:32:17.017
Participant-188,test-149,risk,2,2024-08-21 15:33:54.955
Participant-112,test-859,risk,1,2024-08-21 15:35:45.315
Participant-112,test-859,trust_execution,Yes,2024-08-21 15:37:45.412
Participant-112,test-149,risk,1,2024-08-21 15:38:36.064
Participant-188,test-149,confidence_execution,somewhat confident,2024-08-21 15:39:38.386
Participant-112,test-149,confidence_execution,confident,2024-08-21 15:40:41.982
Participant-188,test-497,risk,2,2024-08-21 15:40:58.687
Participant-188,test-497,trust_execution,Yes,2024-08-21 15:42:47.563
Participant-112,TiA_attention,attention,1,2024-08-21 15:42:48.549
Participant-188,test-388,risk,1,2024-08-21 15:43:32.757
Participant-188,test-388,confidence_execution,somewhat confident,2024-08-21 15:45:36.936
Participant-188,test-859,risk,2,2024-08-21 15:46:15.861
Participant-188,test-859,trust_execution,Yes,2024-08-21 15:50:18.697
Participant-188,test-675,trust_planning,Yes,2024-08-21 15:51:22.785
Participant-188,test-675,confidence_planning,confident,2024-08-21 15:51:22.795
Participant-188,test-675,confidence_execution,somewhat confident,2024-08-21 15:55:02.212
Participant-188,test-200,risk,4,2024-08-21 15:55:55.524
Participant-188,test-200,trust_execution,Yes,2024-08-21 15:57:31.377
Participant-188,TiA_attention,attention,1,2024-08-21 16:07:34.132
Participant-165,onbarding-auto,confidence_execution,somewhat confident,2024-08-21 16:36:11.046
Participant-147,onbarding-auto,confidence_execution,somewhat unconfident,2024-08-21 16:38:03.609
Participant-147,qualification_2,attention,3,2024-08-21 16:39:23.009
Participant-165,qualification_2,attention,3,2024-08-21 16:40:17.461
Participant-147,test-497,risk,2,2024-08-21 16:40:19.655
Participant-147,test-497,confidence_execution,somewhat confident,2024-08-21 16:41:39.440
Participant-224,onbarding-auto,confidence_execution,confident,2024-08-21 16:41:48.583
Participant-147,test-149,risk,2,2024-08-21 16:42:37.155
Participant-165,test-149,risk,2,2024-08-21 16:42:53.429
Participant-224,qualification_2,attention,3,2024-08-21 16:43:15.637
Participant-147,test-149,confidence_execution,somewhat confident,2024-08-21 16:43:51.897
Participant-147,test-675,trust_planning,Yes,2024-08-21 16:44:31.973
Participant-147,test-675,confidence_planning,somewhat unconfident,2024-08-21 16:44:32.007
Participant-165,test-149,trust_execution,No,2024-08-21 16:44:34.038
Participant-165,test-497,trust_planning,Yes,2024-08-21 16:45:40.860
Participant-165,test-497,confidence_planning,somewhat confident,2024-08-21 16:45:40.869
Participant-224,test-149,trust_planning,Yes,2024-08-21 16:45:58.874
Participant-224,test-149,confidence_planning,somewhat confident,2024-08-21 16:45:58.884
Participant-165,test-497,trust_execution,Yes,2024-08-21 16:46:49.504
Participant-147,test-675,confidence_execution,somewhat confident,2024-08-21 16:46:51.058
Participant-138,onbarding-auto,trust_execution,No,2024-08-21 16:46:51.872
Participant-147,test-200,trust_planning,Yes,2024-08-21 16:47:22.612
Participant-147,test-200,confidence_planning,somewhat confident,2024-08-21 16:47:22.621
Participant-165,test-388,risk,1,2024-08-21 16:47:29.676
Participant-224,test-149,trust_execution,Yes,2024-08-21 16:48:04.564
Participant-147,test-200,confidence_execution,somewhat confident,2024-08-21 16:48:10.416
Participant-137,onbarding-auto,confidence_execution,confident,2024-08-21 16:48:23.042
Participant-147,test-859,risk,2,2024-08-21 16:48:25.315
Participant-165,test-388,trust_execution,Yes,2024-08-21 16:48:32.900
Participant-224,test-675,risk,5,2024-08-21 16:49:01.182
Participant-165,test-200,risk,4,2024-08-21 16:49:03.714
Participant-147,test-859,confidence_execution,somewhat confident,2024-08-21 16:49:12.089
Participant-147,test-388,trust_planning,Yes,2024-08-21 16:49:23.975
Participant-147,test-388,confidence_planning,somewhat confident,2024-08-21 16:49:23.984
Participant-147,test-388,trust_execution,Yes,2024-08-21 16:50:01.726
Participant-165,test-200,confidence_execution,somewhat confident,2024-08-21 16:50:11.754
Participant-165,test-675,risk,2,2024-08-21 16:50:45.649
Participant-147,TiA_attention,attention,1,2024-08-21 16:51:24.449
Participant-165,test-675,trust_execution,Yes,2024-08-21 16:52:30.774
Participant-137,qualification_2,attention,3,2024-08-21 16:52:51.064
Participant-165,test-859,risk,1,2024-08-21 16:52:53.359
Participant-138,test-859,trust_planning,No,2024-08-21 16:53:00.043
Participant-138,test-859,confidence_planning,somewhat confident,2024-08-21 16:53:00.052
Participant-165,test-675,trust_planning,Yes,2024-08-21 16:50:45.645
Participant-165,test-675,confidence_planning,somewhat confident,2024-08-21 16:50:45.654
Participant-165,test-675,confidence_execution,somewhat confident,2024-08-21 16:52:30.778
Participant-165,test-859,trust_planning,Yes,2024-08-21 16:52:53.354
Participant-165,test-859,confidence_planning,confident,2024-08-21 16:52:53.363
Participant-138,test-859,risk,2,2024-08-21 16:53:00.048
Participant-137,test-497,trust_planning,Yes,2024-08-21 16:54:50.149
Participant-137,test-497,confidence_planning,confident,2024-08-21 16:54:50.196
Participant-165,test-859,trust_execution,Yes,2024-08-21 16:54:57.402
Participant-34,onbarding-auto,confidence_execution,confident,2024-08-21 16:55:07.239
Participant-34,qualification_2,attention,3,2024-08-21 16:55:42.981
Participant-224,test-675,confidence_execution,confident,2024-08-21 16:55:56.828
Participant-138,test-859,trust_execution,Yes,2024-08-21 16:55:59.641
Participant-224,test-497,trust_planning,Yes,2024-08-21 16:56:32.857
Participant-224,test-497,confidence_planning,confident,2024-08-21 16:56:32.866
Participant-95,test-675,confidence_execution,confident,2024-08-21 17:40:15.186
Participant-217,test-388,risk,1,2024-08-21 17:40:22.464
Participant-99,test-200,trust_execution,Yes,2024-08-21 17:40:43.944
Participant-217,test-388,trust_execution,Yes,2024-08-21 17:41:03.666
Participant-95,test-200,trust_planning,Yes,2024-08-21 17:41:08.510
Participant-95,test-200,confidence_planning,somewhat confident,2024-08-21 17:41:08.526
Participant-89,test-200,trust_execution,Yes,2024-08-21 17:42:09.644
Participant-95,test-200,trust_execution,Yes,2024-08-21 17:42:44.321
Participant-217,TiA_attention,attention,1,2024-08-21 17:42:57.159
Participant-89,test-149,trust_planning,Yes,2024-08-21 17:44:13.276
Participant-89,test-149,confidence_planning,somewhat confident,2024-08-21 17:44:13.299
Participant-95,TiA_attention,attention,1,2024-08-21 17:44:18.072
Participant-89,test-149,confidence_execution,confident,2024-08-21 17:46:07.656
Participant-204,test-200,risk,4,2024-08-21 17:48:13.891
Participant-89,test-497,trust_planning,No,2024-08-21 17:48:21.538
Participant-89,test-497,confidence_planning,confident,2024-08-21 17:48:21.548
Participant-182,onbarding-auto,trust_execution,No,2024-08-21 17:48:21.615
Participant-89,test-497,confidence_execution,somewhat confident,2024-08-21 17:50:33.724
Participant-182,qualification_2,attention,3,2024-08-21 17:51:29.841
Participant-89,test-388,risk,1,2024-08-21 17:51:41.499
Participant-89,test-388,trust_execution,Yes,2024-08-21 17:54:05.181
Participant-182,test-675,risk,4,2024-08-21 17:54:26.558
Participant-204,test-200,trust_execution,Yes,2024-08-21 17:55:41.970
Participant-89,TiA_attention,attention,1,2024-08-21 17:56:48.926
Participant-204,test-149,trust_planning,Yes,2024-08-21 17:56:56.542
Participant-204,test-149,confidence_planning,somewhat confident,2024-08-21 17:56:56.551
Participant-182,test-675,trust_execution,No,2024-08-21 17:57:04.378
Participant-202,onbarding-auto,confidence_execution,confident,2024-08-21 17:57:29.688
Participant-182,test-200,risk,5,2024-08-21 17:58:23.304
Participant-204,test-149,confidence_execution,neutral,2024-08-21 17:59:27.332
Participant-202,qualification_2,attention,3,2024-08-21 18:01:13.851
Participant-204,test-675,trust_planning,No,2024-08-21 18:01:24.643
Participant-204,test-675,confidence_planning,somewhat confident,2024-08-21 18:01:24.654
Participant-182,test-200,trust_execution,Yes,2024-08-21 18:01:32.408
Participant-182,test-149,risk,4,2024-08-21 18:02:06.550
Participant-114,onbarding-auto,trust_execution,Yes,2024-08-21 18:02:45.353
Participant-182,test-149,confidence_execution,confident,2024-08-21 18:03:14.914
Participant-202,test-497,risk,2,2024-08-21 18:03:30.403
Participant-182,test-859,trust_planning,Yes,2024-08-21 18:03:35.746
Participant-182,test-859,confidence_planning,somewhat confident,2024-08-21 18:03:35.755
Participant-204,test-675,trust_execution,No,2024-08-21 18:04:38.672
Participant-182,test-859,confidence_execution,somewhat confident,2024-08-21 18:04:53.224
Participant-182,test-497,trust_planning,Yes,2024-08-21 18:05:16.155
Participant-182,test-497,confidence_planning,somewhat confident,2024-08-21 18:05:16.165
Participant-205,onbarding-auto,trust_execution,No,2024-08-21 18:05:17.110
Participant-204,test-388,trust_planning,Yes,2024-08-21 18:05:21.621
Participant-204,test-388,confidence_planning,somewhat confident,2024-08-21 18:05:21.630
Participant-202,test-497,trust_execution,Yes,2024-08-21 18:05:21.841
Participant-205,qualification_2,attention,3,2024-08-21 18:05:45.734
Participant-202,test-859,trust_planning,Yes,2024-08-21 18:06:23.072
Participant-137,test-497,risk,1,2024-08-21 16:54:50.154
Participant-165,test-859,confidence_execution,somewhat confident,2024-08-21 16:54:57.407
Participant-34,onbarding-auto,trust_execution,Yes,2024-08-21 16:55:07.235
Participant-224,test-675,trust_execution,Yes,2024-08-21 16:55:56.823
Participant-138,test-859,confidence_execution,somewhat confident,2024-08-21 16:55:59.647
Participant-224,test-497,risk,1,2024-08-21 16:56:32.862
Participant-165,TiA_attention,attention,1,2024-08-21 16:56:47.073
Participant-34,test-200,trust_planning,Yes,2024-08-21 16:57:03.761
Participant-34,test-200,risk,4,2024-08-21 16:57:03.766
Participant-34,test-200,confidence_planning,somewhat unconfident,2024-08-21 16:57:03.770
Participant-138,test-149,trust_planning,Yes,2024-08-21 16:57:11.051
Participant-138,test-149,risk,2,2024-08-21 16:57:11.057
Participant-138,test-149,confidence_planning,somewhat confident,2024-08-21 16:57:11.072
Participant-137,test-497,trust_execution,Yes,2024-08-21 16:57:14.240
Participant-137,test-497,confidence_execution,confident,2024-08-21 16:57:14.245
Participant-137,test-675,trust_planning,Yes,2024-08-21 16:57:48.665
Participant-137,test-675,risk,1,2024-08-21 16:57:48.670
Participant-137,test-675,confidence_planning,confident,2024-08-21 16:57:48.675
Participant-34,test-200,trust_execution,Yes,2024-08-21 16:58:29.279
Participant-34,test-200,confidence_execution,somewhat confident,2024-08-21 16:58:29.284
Participant-34,test-388,trust_planning,Yes,2024-08-21 16:59:15.215
Participant-34,test-388,risk,1,2024-08-21 16:59:15.220
Participant-34,test-388,confidence_planning,confident,2024-08-21 16:59:15.224
Participant-224,test-497,trust_execution,Yes,2024-08-21 16:59:16.436
Participant-224,test-497,confidence_execution,confident,2024-08-21 16:59:16.440
Participant-34,test-388,trust_execution,Yes,2024-08-21 17:00:03.030
Participant-34,test-388,confidence_execution,confident,2024-08-21 17:00:03.035
Participant-138,test-149,trust_execution,No,2024-08-21 17:00:14.516
Participant-138,test-149,confidence_execution,somewhat confident,2024-08-21 17:00:14.521
Participant-137,test-675,trust_execution,Yes,2024-08-21 17:00:49.234
Participant-137,test-675,confidence_execution,confident,2024-08-21 17:00:49.278
Participant-34,test-859,trust_planning,Yes,2024-08-21 17:01:05.559
Participant-34,test-859,risk,2,2024-08-21 17:01:05.563
Participant-34,test-859,confidence_planning,somewhat confident,2024-08-21 17:01:05.567
Participant-137,test-200,trust_planning,Yes,2024-08-21 17:01:15.443
Participant-137,test-200,risk,2,2024-08-21 17:01:15.448
Participant-137,test-200,confidence_planning,somewhat confident,2024-08-21 17:01:15.454
Participant-224,test-859,trust_planning,No,2024-08-21 17:01:23.605
Participant-224,test-859,risk,4,2024-08-21 17:01:23.610
Participant-224,test-859,confidence_planning,somewhat confident,2024-08-21 17:01:23.614
Participant-138,test-675,trust_planning,Yes,2024-08-21 17:02:32.891
Participant-138,test-675,risk,2,2024-08-21 17:02:32.895
Participant-138,test-675,confidence_planning,somewhat confident,2024-08-21 17:02:32.900
Participant-137,test-200,trust_execution,Yes,2024-08-21 17:02:42.186
Participant-137,test-200,confidence_execution,confident,2024-08-21 17:02:42.190
Participant-137,test-388,trust_planning,Yes,2024-08-21 17:03:05.522
Participant-137,test-388,risk,1,2024-08-21 17:03:05.526
Participant-137,test-388,confidence_planning,confident,2024-08-21 17:03:05.530
Participant-34,test-859,trust_execution,Yes,2024-08-21 17:03:07.368
Participant-34,test-859,confidence_execution,neutral,2024-08-21 17:03:07.372
Participant-224,test-859,trust_execution,No,2024-08-21 17:03:51.266
Participant-224,test-859,confidence_execution,somewhat unconfident,2024-08-21 17:03:51.270
Participant-34,test-149,trust_planning,No,2024-08-21 17:04:15.208
Participant-34,test-149,risk,5,2024-08-21 17:04:15.213
Participant-34,test-149,confidence_planning,unconfident,2024-08-21 17:04:15.217
Participant-137,test-388,trust_execution,Yes,2024-08-21 17:04:15.381
Participant-137,test-388,confidence_execution,confident,2024-08-21 17:04:15.386
Participant-224,test-388,trust_planning,Yes,2024-08-21 17:04:37.953
Participant-224,test-388,risk,1,2024-08-21 17:04:37.963
Participant-224,test-388,confidence_planning,confident,2024-08-21 17:04:37.974
Participant-137,test-859,trust_planning,Yes,2024-08-21 17:04:51.605
Participant-137,test-859,risk,1,2024-08-21 17:04:51.610
Participant-137,test-859,confidence_planning,confident,2024-08-21 17:04:51.614
Participant-34,test-149,trust_execution,No,2024-08-21 17:05:40.102
Participant-224,test-388,trust_execution,Yes,2024-08-21 17:06:04.136
Participant-138,test-675,trust_execution,Yes,2024-08-21 17:06:31.166
Participant-34,test-675,trust_planning,Yes,2024-08-21 17:06:46.156
Participant-34,test-675,confidence_planning,neutral,2024-08-21 17:06:46.164
Participant-224,test-200,risk,5,2024-08-21 17:06:52.319
Participant-138,test-388,trust_planning,Yes,2024-08-21 17:07:14.373
Participant-138,test-388,confidence_planning,confident,2024-08-21 17:07:14.383
Participant-137,test-859,confidence_execution,somewhat unconfident,2024-08-21 17:07:24.250
Participant-34,test-675,trust_execution,Yes,2024-08-21 17:07:49.264
Participant-137,test-149,risk,5,2024-08-21 17:07:56.202
Participant-88,onbarding-auto,confidence_execution,confident,2024-08-21 17:08:12.829
Participant-138,test-388,trust_execution,Yes,2024-08-21 17:08:13.737
Participant-34,test-497,risk,5,2024-08-21 17:08:39.837
Participant-224,test-200,confidence_execution,somewhat confident,2024-08-21 17:08:44.102
Participant-137,test-149,trust_execution,Yes,2024-08-21 17:08:58.847
Participant-138,test-497,trust_planning,Yes,2024-08-21 17:10:25.674
Participant-138,test-497,confidence_planning,somewhat confident,2024-08-21 17:10:25.682
Participant-34,test-497,trust_execution,No,2024-08-21 17:10:42.942
Participant-88,qualification_2,attention,3,2024-08-21 17:11:24.463
Participant-224,TiA_attention,attention,1,2024-08-21 17:11:53.521
Participant-34,TiA_attention,attention,1,2024-08-21 17:11:54.015
Participant-138,test-497,trust_execution,No,2024-08-21 17:12:17.192
Participant-138,test-200,trust_planning,Yes,2024-08-21 17:13:41.980
Participant-138,test-200,confidence_planning,confident,2024-08-21 17:13:42.003
Participant-88,test-675,risk,2,2024-08-21 17:15:23.098
Participant-138,test-200,confidence_execution,confident,2024-08-21 17:15:30.702
Participant-88,test-675,confidence_execution,confident,2024-08-21 17:17:50.516
Participant-88,test-497,trust_planning,Yes,2024-08-21 17:19:25.609
Participant-88,test-497,confidence_planning,somewhat confident,2024-08-21 17:19:25.618
Participant-88,test-497,trust_execution,Yes,2024-08-21 17:21:21.263
Participant-88,test-388,trust_planning,Yes,2024-08-21 17:22:53.310
Participant-88,test-388,confidence_planning,confident,2024-08-21 17:22:53.319
Participant-89,onbarding-auto,trust_execution,Yes,2024-08-21 17:23:21.226
Participant-217,onbarding-auto,confidence_execution,somewhat confident,2024-08-21 17:23:23.438
Participant-88,test-388,trust_execution,Yes,2024-08-21 17:23:57.321
Participant-95,onbarding-auto,confidence_execution,somewhat confident,2024-08-21 17:24:46.911
Participant-88,test-200,trust_planning,Yes,2024-08-21 17:26:06.092
Participant-88,test-200,confidence_planning,unconfident,2024-08-21 17:26:06.102
Participant-95,qualification_2,attention,3,2024-08-21 17:27:00.299
Participant-88,test-200,trust_execution,Yes,2024-08-21 17:27:59.687
Participant-89,test-859,risk,2,2024-08-21 17:28:21.507
Participant-95,test-149,trust_planning,Yes,2024-08-21 17:28:39.165
Participant-95,test-149,confidence_planning,somewhat confident,2024-08-21 17:28:39.173
Participant-88,test-859,risk,1,2024-08-21 17:28:42.435
Participant-99,onbarding-auto,trust_execution,Yes,2024-08-21 17:29:37.699
Participant-217,test-200,trust_planning,Yes,2024-08-21 17:29:51.630
Participant-217,test-200,confidence_planning,somewhat confident,2024-08-21 17:29:51.638
Participant-95,test-149,trust_execution,No,2024-08-21 17:30:36.219
Participant-99,qualification_2,attention,3,2024-08-21 17:30:56.487
Participant-217,test-200,confidence_execution,confident,2024-08-21 17:31:05.833
Participant-89,test-859,confidence_execution,confident,2024-08-21 17:31:24.240
Participant-88,test-859,trust_execution,No,2024-08-21 17:31:31.692
Participant-217,test-859,trust_planning,Yes,2024-08-21 17:31:45.453
Participant-217,test-859,confidence_planning,neutral,2024-08-21 17:31:45.463
Participant-95,test-200,confidence_execution,confident,2024-08-21 17:42:44.325
Participant-34,test-149,confidence_execution,unconfident,2024-08-21 17:05:40.110
Participant-224,test-388,confidence_execution,confident,2024-08-21 17:06:04.142
Participant-138,test-675,confidence_execution,confident,2024-08-21 17:06:31.171
Participant-34,test-675,risk,4,2024-08-21 17:06:46.160
Participant-224,test-200,trust_planning,Yes,2024-08-21 17:06:52.315
Participant-224,test-200,confidence_planning,confident,2024-08-21 17:06:52.324
Participant-138,test-388,risk,1,2024-08-21 17:07:14.378
Participant-137,test-859,trust_execution,No,2024-08-21 17:07:24.245
Participant-34,test-675,confidence_execution,somewhat confident,2024-08-21 17:07:49.269
Participant-137,test-149,trust_planning,Yes,2024-08-21 17:07:56.197
Participant-137,test-149,confidence_planning,somewhat confident,2024-08-21 17:07:56.206
Participant-88,onbarding-auto,trust_execution,No,2024-08-21 17:08:12.824
Participant-138,test-388,confidence_execution,confident,2024-08-21 17:08:13.741
Participant-34,test-497,trust_planning,No,2024-08-21 17:08:39.818
Participant-34,test-497,confidence_planning,somewhat unconfident,2024-08-21 17:08:39.842
Participant-224,test-200,trust_execution,Yes,2024-08-21 17:08:44.097
Participant-137,test-149,confidence_execution,confident,2024-08-21 17:08:58.851
Participant-138,test-497,risk,2,2024-08-21 17:10:25.678
Participant-34,test-497,confidence_execution,unconfident,2024-08-21 17:10:42.947
Participant-137,TiA_attention,attention,1,2024-08-21 17:12:09.627
Participant-138,test-497,confidence_execution,confident,2024-08-21 17:12:17.197
Participant-138,test-200,risk,4,2024-08-21 17:13:41.992
Participant-88,test-675,trust_planning,Yes,2024-08-21 17:15:23.093
Participant-88,test-675,confidence_planning,neutral,2024-08-21 17:15:23.102
Participant-138,test-200,trust_execution,Yes,2024-08-21 17:15:30.698
Participant-88,test-675,trust_execution,Yes,2024-08-21 17:17:50.511
Participant-138,TiA_attention,attention,1,2024-08-21 17:18:02.213
Participant-88,test-497,risk,3,2024-08-21 17:19:25.613
Participant-88,test-497,confidence_execution,confident,2024-08-21 17:21:21.268
Participant-88,test-388,risk,1,2024-08-21 17:22:53.314
Participant-89,onbarding-auto,confidence_execution,confident,2024-08-21 17:23:21.231
Participant-217,onbarding-auto,trust_execution,Yes,2024-08-21 17:23:23.433
Participant-88,test-388,confidence_execution,confident,2024-08-21 17:23:57.326
Participant-89,qualification_2,attention,3,2024-08-21 17:24:22.002
Participant-217,qualification_2,attention,3,2024-08-21 17:24:37.309
Participant-95,onbarding-auto,trust_execution,No,2024-08-21 17:24:46.906
Participant-88,test-200,risk,5,2024-08-21 17:26:06.097
Participant-88,test-200,confidence_execution,neutral,2024-08-21 17:27:59.692
Participant-89,test-859,trust_planning,Yes,2024-08-21 17:28:21.502
Participant-89,test-859,confidence_planning,somewhat confident,2024-08-21 17:28:21.513
Participant-95,test-149,risk,2,2024-08-21 17:28:39.169
Participant-88,test-859,trust_planning,Yes,2024-08-21 17:28:42.430
Participant-88,test-859,confidence_planning,somewhat confident,2024-08-21 17:28:42.439
Participant-99,onbarding-auto,confidence_execution,somewhat confident,2024-08-21 17:29:37.704
Participant-217,test-200,risk,5,2024-08-21 17:29:51.634
Participant-95,test-149,confidence_execution,confident,2024-08-21 17:30:36.224
Participant-217,test-200,trust_execution,Yes,2024-08-21 17:31:05.828
Participant-89,test-859,trust_execution,Yes,2024-08-21 17:31:24.236
Participant-88,test-859,confidence_execution,confident,2024-08-21 17:31:31.697
Participant-217,test-859,risk,2,2024-08-21 17:31:45.458
Participant-95,test-497,trust_planning,Yes,2024-08-21 17:31:53.069
Participant-95,test-497,confidence_planning,confident,2024-08-21 17:31:53.078
Participant-88,test-149,trust_planning,Yes,2024-08-21 17:32:15.259
Participant-88,test-149,confidence_planning,confident,2024-08-21 17:32:15.269
Participant-99,test-149,risk,2,2024-08-21 17:32:39.077
Participant-99,test-149,confidence_execution,somewhat confident,2024-08-21 17:33:16.542
Participant-95,test-497,trust_execution,Yes,2024-08-21 17:33:24.024
Participant-89,test-675,risk,4,2024-08-21 17:33:35.515
Participant-88,test-149,confidence_execution,confident,2024-08-21 17:33:36.598
Participant-217,test-859,trust_execution,Yes,2024-08-21 17:33:38.013
Participant-99,test-859,trust_planning,Yes,2024-08-21 17:33:54.364
Participant-99,test-859,confidence_planning,neutral,2024-08-21 17:33:54.373
Participant-95,test-859,trust_planning,Yes,2024-08-21 17:34:21.177
Participant-95,test-497,risk,2,2024-08-21 17:31:53.074
Participant-88,test-149,risk,1,2024-08-21 17:32:15.264
Participant-99,test-149,trust_planning,Yes,2024-08-21 17:32:39.072
Participant-99,test-149,confidence_planning,somewhat confident,2024-08-21 17:32:39.081
Participant-99,test-149,trust_execution,Yes,2024-08-21 17:33:16.538
Participant-95,test-497,confidence_execution,confident,2024-08-21 17:33:24.029
Participant-89,test-675,trust_planning,Yes,2024-08-21 17:33:35.493
Participant-89,test-675,confidence_planning,neutral,2024-08-21 17:33:35.574
Participant-88,test-149,trust_execution,No,2024-08-21 17:33:36.574
Participant-217,test-859,confidence_execution,confident,2024-08-21 17:33:38.019
Participant-99,test-859,risk,2,2024-08-21 17:33:54.369
Participant-95,test-859,risk,1,2024-08-21 17:34:21.182
Participant-99,test-859,confidence_execution,somewhat unconfident,2024-08-21 17:35:03.180
Participant-217,test-149,risk,5,2024-08-21 17:35:13.732
Participant-99,test-388,trust_planning,Yes,2024-08-21 17:35:23.158
Participant-99,test-388,confidence_planning,neutral,2024-08-21 17:35:23.167
