user_id,task_id,plan_quality
Participant-195,test-149,2
Participant-195,test-200,3
Participant-195,test-388,5
Participant-195,test-497,5
Participant-195,test-675,5
Participant-195,test-859,3
Participant-196,test-149,2
Participant-196,test-200,3
Participant-196,test-388,5
Participant-196,test-497,5
Participant-196,test-675,5
Participant-196,test-859,3
Participant-197,test-149,2
Participant-197,test-200,3
Participant-197,test-388,5
Participant-197,test-497,5
Participant-197,test-675,5
Participant-197,test-859,3
Participant-198,test-149,2
Participant-198,test-200,3
Participant-198,test-388,5
Participant-198,test-497,5
Participant-198,test-675,5
Participant-198,test-859,3
Participant-199,test-149,2
Participant-199,test-200,3
Participant-199,test-388,5
Participant-199,test-497,5
Participant-199,test-675,5
Participant-199,test-859,3
Participant-200,test-149,2
Participant-200,test-200,1
Participant-200,test-388,3
Participant-200,test-497,1
Participant-200,test-675,5
Participant-200,test-859,3
Participant-201,test-149,2
Participant-201,test-200,3
Participant-201,test-388,5
Participant-201,test-497,5
Participant-201,test-675,5
Participant-201,test-859,3
Participant-202,test-149,2
Participant-202,test-200,3
Participant-202,test-388,5
Participant-202,test-497,5
Participant-202,test-675,5
Participant-202,test-859,3
Participant-203,test-149,2
Participant-203,test-200,3
Participant-203,test-388,5
Participant-203,test-497,5
Participant-203,test-675,5
Participant-203,test-859,3
Participant-204,test-149,2
Participant-204,test-200,3
Participant-204,test-388,5
Participant-204,test-497,5
Participant-204,test-675,5
Participant-204,test-859,3
Participant-205,test-149,2
Participant-205,test-200,3
Participant-205,test-388,5
Participant-205,test-497,5
Participant-205,test-675,5
Participant-205,test-859,3
Participant-206,test-149,2
Participant-206,test-200,3
Participant-206,test-388,5
Participant-206,test-497,5
Participant-206,test-675,5
Participant-206,test-859,3
Participant-207,test-149,2
Participant-207,test-200,3
Participant-207,test-388,5
Participant-207,test-497,5
Participant-207,test-675,5
Participant-207,test-859,3
Participant-208,test-149,2
Participant-208,test-200,3
Participant-208,test-388,5
Participant-208,test-497,5
Participant-208,test-675,5
Participant-208,test-859,3
Participant-209,test-149,2
Participant-209,test-200,3
Participant-209,test-388,5
Participant-209,test-497,5
Participant-209,test-675,5
Participant-209,test-859,3
Participant-210,test-149,2
Participant-210,test-200,3
Participant-210,test-388,5
Participant-210,test-497,5
Participant-210,test-675,5
Participant-210,test-859,3
Participant-211,test-149,2
Participant-211,test-200,3
Participant-211,test-388,5
Participant-211,test-497,5
Participant-211,test-675,5
Participant-211,test-859,3
Participant-212,test-149,2
Participant-212,test-200,3
Participant-212,test-388,5
Participant-212,test-497,5
Participant-212,test-675,5
Participant-212,test-859,3
Participant-213,test-149,2
Participant-213,test-200,1
Participant-213,test-388,5
Participant-213,test-497,5
Participant-213,test-675,3
Participant-213,test-859,3
Participant-214,test-149,1
Participant-214,test-200,1
Participant-214,test-388,5
Participant-214,test-497,5
Participant-214,test-675,5
Participant-214,test-859,1
Participant-215,test-149,2
Participant-215,test-200,3
Participant-215,test-388,5
Participant-215,test-497,5
Participant-215,test-675,5
Participant-215,test-859,3
Participant-216,test-149,2
Participant-216,test-200,3
Participant-216,test-388,5
Participant-216,test-497,5
Participant-216,test-675,5
Participant-216,test-859,3
Participant-217,test-149,2
Participant-217,test-200,3
Participant-217,test-388,5
Participant-217,test-497,5
Participant-217,test-675,5
Participant-217,test-859,3
Participant-218,test-149,2
Participant-218,test-200,3
Participant-218,test-388,5
Participant-218,test-497,5
Participant-218,test-675,5
Participant-218,test-859,3
Participant-219,test-149,2
Participant-219,test-200,3
Participant-219,test-388,5
Participant-219,test-497,5
Participant-219,test-675,5
Participant-219,test-859,3
Participant-220,test-149,2
Participant-220,test-200,3
Participant-220,test-388,5
Participant-220,test-497,5
Participant-220,test-675,5
Participant-220,test-859,3
Participant-221,test-149,2
Participant-221,test-200,3
Participant-221,test-388,5
Participant-221,test-497,5
Participant-221,test-675,5
Participant-221,test-859,3
Participant-222,test-149,2
Participant-222,test-200,3
Participant-222,test-388,5
Participant-222,test-497,5
Participant-222,test-675,5
Participant-222,test-859,3
Participant-223,test-149,2
Participant-223,test-200,3
Participant-223,test-388,5
Participant-223,test-497,5
Participant-223,test-675,5
Participant-223,test-859,3
Participant-224,test-149,2
Participant-224,test-200,3
Participant-224,test-388,5
Participant-224,test-497,5
Participant-224,test-675,5
Participant-224,test-859,3
Participant-225,test-149,2
Participant-225,test-200,3
Participant-225,test-388,5
Participant-225,test-497,5
Participant-225,test-675,5
Participant-225,test-859,3
Participant-226,test-149,5
Participant-226,test-200,3
Participant-226,test-388,5
Participant-226,test-497,5
Participant-226,test-675,5
Participant-226,test-859,3
Participant-227,test-149,2
Participant-227,test-200,5
Participant-227,test-388,1
Participant-227,test-497,5
Participant-227,test-675,5
Participant-227,test-859,3
Participant-228,test-149,2
Participant-228,test-200,3
Participant-228,test-388,5
Participant-228,test-497,5
Participant-228,test-675,5
Participant-228,test-859,3
Participant-229,test-149,2
Participant-229,test-200,3
Participant-229,test-388,5
Participant-229,test-497,5
Participant-229,test-675,5
Participant-229,test-859,3
Participant-230,test-149,2
Participant-230,test-200,3
Participant-230,test-388,5
Participant-230,test-497,5
Participant-230,test-675,5
Participant-230,test-859,3
Participant-231,test-149,2
Participant-231,test-200,3
Participant-231,test-388,5
Participant-231,test-497,5
Participant-231,test-675,5
Participant-231,test-859,3
Participant-232,test-149,2
Participant-232,test-200,3
Participant-232,test-388,5
Participant-232,test-497,5
Participant-232,test-675,5
Participant-232,test-859,3
Participant-233,test-149,2
Participant-233,test-200,3
Participant-233,test-388,5
Participant-233,test-497,5
Participant-233,test-675,5
Participant-233,test-859,3
Participant-234,test-149,5
Participant-234,test-200,3
Participant-234,test-388,5
Participant-234,test-497,5
Participant-234,test-675,5
Participant-234,test-859,3
Participant-235,test-149,5
Participant-235,test-200,3
Participant-235,test-388,5
Participant-235,test-497,5
Participant-235,test-675,5
Participant-235,test-859,3
Participant-236,test-149,2
Participant-236,test-200,3
Participant-236,test-388,5
Participant-236,test-497,5
Participant-236,test-675,5
Participant-236,test-859,3
Participant-237,test-149,2
Participant-237,test-200,3
Participant-237,test-388,5
Participant-237,test-497,5
Participant-237,test-675,5
Participant-237,test-859,3
Participant-238,test-149,2
Participant-238,test-200,3
Participant-238,test-388,5
Participant-238,test-497,5
Participant-238,test-675,4
Participant-238,test-859,3
Participant-239,test-149,2
Participant-239,test-200,3
Participant-239,test-388,5
Participant-239,test-497,5
Participant-239,test-675,5
Participant-239,test-859,3
Participant-240,test-149,2
Participant-240,test-200,3
Participant-240,test-388,5
Participant-240,test-497,5
Participant-240,test-675,5
Participant-240,test-859,1
Participant-241,test-149,2
Participant-241,test-200,3
Participant-241,test-388,5
Participant-241,test-497,5
Participant-241,test-675,5
Participant-241,test-859,3
Participant-242,test-149,1
Participant-242,test-200,2
Participant-242,test-388,3
Participant-242,test-497,3
Participant-242,test-675,3
Participant-242,test-859,3
Participant-243,test-149,2
Participant-243,test-200,3
Participant-243,test-388,5
Participant-243,test-497,5
Participant-243,test-675,5
Participant-243,test-859,3
Participant-244,test-149,2
Participant-244,test-200,3
Participant-244,test-388,5
Participant-244,test-497,5
Participant-244,test-675,5
Participant-244,test-859,3
Participant-245,test-149,2
Participant-245,test-200,3
Participant-245,test-388,5
Participant-245,test-497,5
Participant-245,test-675,5
Participant-245,test-859,3
Participant-246,test-149,2
Participant-246,test-200,3
Participant-246,test-388,5
Participant-246,test-497,5
Participant-246,test-675,5
Participant-246,test-859,3
Participant-247,test-149,2
Participant-247,test-200,3
Participant-247,test-388,5
Participant-247,test-497,5
Participant-247,test-675,5
Participant-247,test-859,3
Participant-248,test-149,2
Participant-248,test-200,3
Participant-248,test-388,2
Participant-248,test-497,5
Participant-248,test-675,5
Participant-248,test-859,3
